Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: PAYDAY 2 | 🏆 Troféu: Trânsito Congestionado | 📝 Como platinar: Complete o contrato the Transport: Underpass na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Assaltante Nebuloso | 📝 Como platinar: Complete o contrato the Transport: Underpass na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Visão do Túnel | 📝 Como platinar: Complete o contrato the Transport: Underpass na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Ornamentos Valiosos | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Normal ou superior. Desbloqueia o Traje "BDU Tático".
Jogo: PAYDAY 2 | 🏆 Troféu: Algumas Pedras Muito Caras. | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Gemas Caríssimas | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Pedras Preciosas | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Brilhantes Pedras de Carbono | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Joias Bem Guardadas | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Preço Difícil de Ganhar | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Diamante de Sangue | 📝 Como platinar: Em Diamond Heist, assegure o diamante vermelho na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Mortinho da Silva | 📝 Como platinar: Roube do morto.
Jogo: PAYDAY 2 | 🏆 Troféu: A Caça Das Safiras Azuis | 📝 Como platinar: Em Diamond Heist, encontre e pegue todas as safiras que está fora do cofre na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Passeando com os Cães | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Gravata Preta, Fucinho Branco | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Pegue a Pipoca | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Orientação Parental Sugerida | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Dose de Raiva | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Mais Sangue do que Balas | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Todo Assaltante Tem o Seu Dia | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Unidos, Assaltamos | 📝 Como platinar: Complete o contraro Reservoir Dogs usando apenas o Rifle Union 5.56 na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Caia Fora da Minha Propriedade | 📝 Como platinar: No segundo dia do Reservoir Dogs, não deixe os policiais entrarem no depósito até a chegada do Twitch com a van de fuga.
Jogo: PAYDAY 2 | 🏆 Troféu: Mantendo suas Promessas | 📝 Como platinar: No segundo dia do Reservoir Dogs, escolte o Mr. Pink de volta para o depósito em até 60 segundos após resgatá-lo do carro na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Não Gaste, Não Queira | 📝 Como platinar: No primeiro dia do Reservoir Dogs, pegue e assegure todas as bolsas disponíveis de diamantes e joias dentro da Garnet Group boutique na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Rosto Limpo | 📝 Como platinar: Em Reservoir Dogs, mate 92 inimigos especiais com a Navalha Alabama na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Conversa Agradável com o Caixa | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Situação Complicada | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Já Não se Fazem Bancos Mais Assim | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Tesouros Ocultos | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Camadas de Cobre | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Camadas de Ferro | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Batalha de Brooklyn | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Todo Esse Ouro em Brooklyn | 📝 Como platinar: Em Brooklyn Bank, fuja com pelo menos 12 bolsas de ouro na dificuldade Muito Difícil ou superior. Desbloqueia as máscaras "Alces" e "Canis Lupus".
Jogo: PAYDAY 2 | 🏆 Troféu: Abertura Obsessiva | 📝 Como platinar: Em Brooklyn Bank, abra pelo menos 30 caixas de depósito e as 3 caixas eletrônicas (ATM) na dificuldade OVERKILL ou superior. Desbloqueia as máscaras "Felis Lynx" e "Ursus Maritimus".
Jogo: PAYDAY 2 | 🏆 Troféu: Reino Animal | 📝 Como platinar: Em Brooklyn Bank, complete o golpe enquanto você e o seu grupo estiverem usando as máscaras de animais diferentes do Brooklyn Bank na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Mais Uma Queda, Isso É Tudo? | 📝 Como platinar: Complete todos os contratos na dificuldade Death Sentence com a mecânica de One Down ativa. Desbloqueia a máscara "A Caveira One Down"
Jogo: PAYDAY 2 | 🏆 Troféu: Expert na Crime.net | 📝 Como platinar: Complete todos os contratos do Bain na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Voltando Para o Passado | 📝 Como platinar: Complete todos os contratos Clássicos na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Como Diabos Você Caiu? | 📝 Como platinar: Complete todos os contratos de Eventos na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Apenas Um Médico do Velho País | 📝 Como platinar: Complete todos os contratos do Dentista na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Isso Sempre Acaba do Mesmo Jeito | 📝 Como platinar: Complete todos os contratos do Hector na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: A Batalha Está Em Casa | 📝 Como platinar: Complete todos os contratos do Jimmy na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Crimes de Vernon | 📝 Como platinar: Complete todos os contratos do Locke na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Personalidade Explosiva | 📝 Como platinar: Complete todos os contratos da Açougueira na dificuldade Death Sentence..
Jogo: PAYDAY 2 | 🏆 Troféu: É Um Prazer Fazer Negócios com Vocês | 📝 Como platinar: Complete todos os contratos do Continental na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: O Segundo Candidato | 📝 Como platinar: Complete todos os contratos do Elefante na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: O Vlad Vai te Cantar Uma Música | 📝 Como platinar: Complete todos os contratos do Vlad na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Megalodon | 📝 Como platinar: Complete o contrato The Yacht Heist na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Sétimo Pesadelo | 📝 Como platinar: Complete o contrato Safe House Nightmare na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Esquadrão de Primeira Resposta do Vlad | 📝 Como platinar: Complete o contrato Aftershock na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Traição Boreal | 📝 Como platinar: Complete o contrato Alaskan Deal na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: F Agudo | 📝 Como platinar: Complete o contrato The Alesso Heist na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Críticos de Artes Finas | 📝 Como platinar: Complete o contrato the Art Gallery na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Mundo dos Ricos | 📝 Como platinar: Complete o contrato the Bank Heist: Cash na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Mestres em Destrancar | 📝 Como platinar: Complete o contrato the Bank Heist: Deposit na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Nada Brilha Mais que Ouro | 📝 Como platinar: Complete o contrato the Bank Heist: Gold na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Hey, Parece Que Você Está Roubando Um Banco | 📝 Como platinar: Complete o contrato the Bank Heist: Random na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Colegas de Bunkers | 📝 Como platinar: Complete o contrato Beneath the Mountain na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Tamanho Importa | 📝 Como platinar: Complete o contrato The Big Bank na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Roubo Liso | 📝 Como platinar: Complete o contrato the Big Oil na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Trem da Dor | 📝 Como platinar: Complete o contrato The Biker Heist na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Assalto Vindo de Cima | 📝 Como platinar: Complete o contrato Birth of Sky na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: EZ | 📝 Como platinar: Complete o contrato the Boiling Point na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Prepare-se Para Ser Abordado | 📝 Como platinar: Complete o contrato The Bomb: Dockyard na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Plante Uma Árvore... e Caia Fora | 📝 Como platinar: Complete o contrato The Bomb: Forest na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Era Uma Vez em Uma Velha Vizinhaça | 📝 Como platinar: Complete o contrato Brooklyn 10-10 na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Camadas de Aço | 📝 Como platinar: Complete o contrato Brooklyn Bank na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Amante dos Automóveis | 📝 Como platinar: Complete o contrato Car Shop na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Minhas Lembranças para o Chef | 📝 Como platinar: Complete o contrato Cook Off na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Incidente na Rua Keel | 📝 Como platinar: Complete o contrato Counterfeit na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Código Errado | 📝 Como platinar: Complete o contrato Diamond Heist na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Riqueza Maldita | 📝 Como platinar: Complete o contrato The Diamond na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Roubando e Negociando | 📝 Como platinar: Complete o contrato Diamond Store na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Dando Suporte Para Seu Candidato | 📝 Como platinar: Complete o contrato Election Day na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Algumas Pessoas só Querem ver o Mundo Pegar Fogo | 📝 Como platinar: Complete o contrato Firestarter na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Pode Confiar Neste Banco | 📝 Como platinar: Complete o contrato First World Bank na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Desconto de Quatro Assaltantes | 📝 Como platinar: Complete o contrato the Four Stores na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Roubo Artístico | 📝 Como platinar: Complete o contrato Framing Frame na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Podemos Ser de Confiança | 📝 Como platinar: Complete o contrato GO Bank na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: GOTs! | 📝 Como platinar: Complete o contrato Goat Simulator na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: A Casa Nem Sempre Vence | 📝 Como platinar: Complete o contrato Golden Grin Casino na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Obrigado por Voar Com a OVERKILL Airline | 📝 Como platinar: Complete o contrato Green Bridge na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Asfalto Pegajoso | 📝 Como platinar: Complete o contrato Heat Street na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Sim, Eu Gosto de Machucar Outras Pessoas, Obrigado Por Perguntar | 📝 Como platinar: Complete o contrato Hotline Miami na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Hoxit | 📝 Como platinar: Complete o contrato Hoxton Breakout na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: A Casa InSegura | 📝 Como platinar: Complete o contrato Hoxton Revenge na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: The_heister27 | 📝 Como platinar: Complete o contrato the Jewelry Store na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Pequenos Delitos | 📝 Como platinar: Complete o contrato Lab Rats na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Fazendo Pirraça | 📝 Como platinar: Complete o contrato Mallcrasher na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Magnitude de Problemas | 📝 Como platinar: Complete o contrato Meltdown na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: PEM Caseira | 📝 Como platinar: Complete o contrato Murky Station na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Atirar com o Ritmo | 📝 Como platinar: Complete o contrato Nightclub na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Despejo Forçado | 📝 Como platinar: Complete o contrato Panic Room na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: No Limite da Loucura | 📝 Como platinar: Complete o contrato Prison Nightmare na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Exterminador | 📝 Como platinar: Complete o contrato the Rats na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Palhaços na Minha Esqueda, Convertidos na Minha Direita | 📝 Como platinar: Complete o contrato Reservoir Dogs na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Propriedade Privada | 📝 Como platinar: Complete o contrato Safe House Raid na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Por Um Milagre de Natal | 📝 Como platinar: Complete o contrato Santa's Workshop na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Casa de Palma | 📝 Como platinar: Complete o contrato the Scarface Mansion na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Operação: PayNight | 📝 Como platinar: Complete o contrato the Shadow Raid na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Muitos Porcos, Mas Nenhum Porco | 📝 Como platinar: Complete o contrato Slaughterhouse na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Saudações de Natal da Rússia | 📝 Como platinar: Complete o contrato Stealing Xmas na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Te Vejo no Cruzamento | 📝 Como platinar: Complete o contrato the Transport: Crossroads na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Todo Barulhento e Apressado | 📝 Como platinar: Complete o contrato the Transport: Downtown na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Tarifa Logística | 📝 Como platinar: Complete o contrato the Transport: Harbor na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Caminhada Urbana | 📝 Como platinar: Complete o contrato the Transport: Park na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Mina de Ouro | 📝 Como platinar: Complete o contrato Transport: Train Heist na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Passeio por Foggy Bottom | 📝 Como platinar: Complete o contrato the Transport: Underpass na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Lindas Princesas | 📝 Como platinar: Complete o contrato Ukrainian Job na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Estacionamento no Centro da Cidade | 📝 Como platinar: Complete o contrato Undercover na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Evitando o Curral de Cachorro | 📝 Como platinar: Complete o contrato Watchdogs na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Gordo Bêbado Voando | 📝 Como platinar: Complete o contrato White Xmas na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Pouco Depois da Meia Noite | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Morto, Embrulhado em Plástico | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Atalho Pro Inferno | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Se ele Sangrar, Mate-o | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Não Tem Pra Onde Correr | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: O Caos Cria a Ordem | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: O Lamento do Bain | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Tudo Que Você Precisa É de Uma Faca | 📝 Como platinar: Complete o contrato Cursed Kill Room na dificuldade Death Sentence com a mecânica de One Down ativa.
Jogo: PAYDAY 2 | 🏆 Troféu: Primeio Pesadelo | 📝 Como platinar: Complete o contrato Safe House Nightmare na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Segundo Pesadelo | 📝 Como platinar: Complete o contrato Safe House Nightmare na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Terceiro Pesadelo | 📝 Como platinar: Complete o contrato Safe House Nightmare na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Quarto Pesadelo | 📝 Como platinar: Complete o contrato Safe House Nightmare na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Confronto Compacto | 📝 Como platinar: Mate um Sniper com o lança-granadas Compact 40mm a 40 metros de distância.
Jogo: PAYDAY 2 | 🏆 Troféu: Sentinela Humana | 📝 Como platinar: Mate 20 inimigos com uma Metralhadora Pesada (LMG) sem sair do bipé.
Jogo: PAYDAY 2 | 🏆 Troféu: Negado | 📝 Como platinar: Destrua 30 granadas de atordoamento dos inimigos antes que elas detonem.
Jogo: PAYDAY 2 | 🏆 Troféu: Hipster | 📝 Como platinar: Complete um dia de qualquer contrato em Loud sem usar a mira de suas armas.
Jogo: PAYDAY 2 | 🏆 Troféu: Eu Irei Conseguir com Dignidade | 📝 Como platinar: Em Shadow Raid, complete o golpe sem usar nenhum favor no pré-planejamento na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Apenas Cale a Boca e Pegue o Meu Dinheiro! | 📝 Como platinar: No primeiro dia do Reservoir Dogs, bata na atendente do Garnet Group boutique com a arma corpo-a-corpo Maço de Dinheiro.
Jogo: PAYDAY 2 | 🏆 Troféu: Anônimo do Golden Grin | 📝 Como platinar: Gaste pelo menos $1,000,000,000 dentro do Cassino Payday.
Jogo: PAYDAY 2 | 🏆 Troféu: Por quê? | 📝 Como platinar: Em Counterfeit, coloque uma bolsa de corpo na churrasqueira.
Jogo: PAYDAY 2 | 🏆 Troféu: Reflexos Rápidos | 📝 Como platinar: Em Panic Room, mate todos os gangsters em 60 segundos após colocar a máscara na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Seguro Federal | 📝 Como platinar: Em First World Bank, mate todos os Bulldozers de dentro do cofre em até 30 segundos após pular no buraco.
Jogo: PAYDAY 2 | 🏆 Troféu: Língua de Prata | 📝 Como platinar: No primeiro dia do Reservoir Dogs, converta a atendente do Garnet Group boutique para lutar com você.
Jogo: PAYDAY 2 | 🏆 Troféu: Tenho Certeza Que Ninguém Ouviu Isso | 📝 Como platinar: Em Ukrainian Job, complete o golpe em stealth após disparar o alarme com os detectores de metal.
Jogo: PAYDAY 2 | 🏆 Troféu: Lembre-se, Nada de Russo | 📝 Como platinar: Em Boiling Point, escaneie todos os 4 corpos sem deixar que os policiais desliguem o scanner ou a energia na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: As Senhas São Brutalidade Policial e Ironia | 📝 Como platinar: Mate um Cloaker com o Bastão Telescópico.
Jogo: PAYDAY 2 | 🏆 Troféu: C-40 | 📝 Como platinar: Em um único dia de qualquer contrato, coloque pelo menos 40 armadilhas de minas.
Jogo: PAYDAY 2 | 🏆 Troféu: Droga, Bile... | 📝 Como platinar: No segundo dia da Big Oil, deixe que o Bile dispare o alarme.
Jogo: PAYDAY 2 | 🏆 Troféu: O Inferno de Van Gogh | 📝 Como platinar: Em Art Gallery, jogue uma pintura na privada.
Jogo: PAYDAY 2 | 🏆 Troféu: Draganborn | 📝 Como platinar: Dentro da Safe House, faça 500 pontos de dano no saco de pancada do Dragan com um só soco.
Jogo: PAYDAY 2 | 🏆 Troféu: Obra de Arte | 📝 Como platinar: Em Art Gallery, assegure todas as pinturas sem soar o alarme e sem matar nenhum guarda de segurança.
Jogo: PAYDAY 2 | 🏆 Troféu: Diga Olá Para o Meu Amigo do Halloween | 📝 Como platinar: Em Cursed Kill Room, pegue todas as 7 máscaras que representa os Sete Pecados Capitais.
Jogo: PAYDAY 2 | 🏆 Troféu: Mais Rápido! Mais Rápido! Eu Posso Fazer Isso Mais Rápido! | 📝 Como platinar: Em Cursed Kill Room, abra pelo menos 6 cofres em uma única corrida na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Matrix Com Lasers | 📝 Como platinar: Em The Big Bank, abra o cofre usando a furadeira "Besta" e fuja usando o recurso do C4 sem matar qualquer Sniper na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Eu Me Sinto Como Robin Hood! | 📝 Como platinar: Complete o contrato Undercover com cada membro do grupo usando um arco sem nenhuma modificação na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Um Lixão Cheio de Merda | 📝 Como platinar: No primeiro dia do Big Oil, mate todos os motoqueiros em até 1 minuto após o início da missão.
Jogo: PAYDAY 2 | 🏆 Troféu: Pagamento Adiantado | 📝 Como platinar: Em First World Bank, mate o gerente do banco com a arma corpo-a-corpo Maço de Dinheiro.
Jogo: PAYDAY 2 | 🏆 Troféu: Fique Atento Com Esse Interruptor! | 📝 Como platinar: No segundo dia do Hoxton Breakout, não deixe que os policiais desliguem a energia enquanto o Hoxton está na sala do servidor na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Aquecimento Global | 📝 Como platinar: Complete o contrato Alaskan Deal com todos os membros do grupo usando apenas Lança-chamas.
Jogo: PAYDAY 2 | 🏆 Troféu: Virus | 📝 Como platinar: Jogue uma missão com algum jogador que tenha essa conquista em seu grupo.
Jogo: PAYDAY 2 | 🏆 Troféu: Pegue Essa! | 📝 Como platinar: Mate um Sniper com uma arma corpo-a-corpo.
Jogo: PAYDAY 2 | 🏆 Troféu: A Invasão No Lar da Gangue | 📝 Como platinar: Complete o Safe House Raid e não deixe nenhum policial roubar qualquer bolsa de dinheiro na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Exército de Um Homem Só | 📝 Como platinar: Complete qualquer contrato sozinho em loud na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: WULULULULU--BZZZT!!! | 📝 Como platinar: Pare um Cloaker que estiver correndo atrás de você com o Buzzer ou com a Soqueira Elétrica.
Jogo: PAYDAY 2 | 🏆 Troféu: Especialista em Aterrissagem | 📝 Como platinar: Em Birth of Sky, faça com que todos os jogadores aterrissem em qualquer telhado, carro ou qualquer estrutura e mate 200 inimigos juntos antes de tocar no chão na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Tenente-Coronel | 📝 Como platinar: Converta 300 inimigos para lutarem ao seu lado.
Jogo: PAYDAY 2 | 🏆 Troféu: Drive By | 📝 Como platinar: Mate 10 inimigos enquanto estiver no banco de passageiro de um veículo.
Jogo: PAYDAY 2 | 🏆 Troféu: Uma Descarga Elétrica Do Seu Próprio Veneno | 📝 Como platinar: Mate um Taser com as armas corpo-a-corpo Buzzer ou Soqueira Elétrica.
Jogo: PAYDAY 2 | 🏆 Troféu: Comprando Donuts | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Normal ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Infiltração Cordial | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Quebrando o Protocolo | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Muito Difícil ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Visitando o Comissário | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade OVERKILL ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Não Acorde os Federais | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Mayhem ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: Crimes e Contravenções | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Death Wish ou superior.
Jogo: PAYDAY 2 | 🏆 Troféu: A Queda de Solomon | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Death Sentence.
Jogo: PAYDAY 2 | 🏆 Troféu: Frustração de Garrett | 📝 Como platinar: Complete o contrato Breakin' Feds na dificuldade Death Sentence com a mecânica de One Down ativa.
